P00915,1.0,
P07339,1.0,
P02787,1.0,
P00918,1.0,
P16083,1.0,
P63279,1.0,
P12081,1.0,
Q06830,1.0,
P06396,1.0,
P08758,1.0,
R63165,1.0,
P08515,1.0,
P08311,1.0,
P55957,1.0,
P01008,1.0,
P04040,1.0,
P02788,1.0,
P02144,1.0,
P06732,1.0,
P41159,1.0,
P02768,1.0,
IPI00025499.1,1.0,
P01112,1.0,
O00762,0.9999999999999998,
P69905,0.999999999999999,
P00441,0.999999999999999,
P61626,0.99999999999995,
P01031,0.99999999999891,
P09211,0.9999999999973757,
P15559,0.9999999999227284,
P62937,0.9999999999,
IPI00549466.1,0.9999999999,
P05019,0.9999999999,
P01343,0.9999999999,
P62988,0.9999999998356435,
P10599,0.999999972,
P0C0L5,0.999999948,
P0C0L4,0.999999948,
P00167,0.999999863,
P98160,0.99999985,
P02753,0.99999773,
P51965,0.999991,
P21266,0.99999,
P05452,0.99999,
P02741,0.99999,
Q13228,0.99999,
IPI00305719.7,0.99999,
P20160,0.99999,
P01375,0.99999,
P01344,0.99999,
P43926,0.9999,
Q96LR5,0.9995596704333354,
P68871,0.999121442842,
P01877,0.999,
P01876,0.999,
P0A9L1,0.9986,
P0A9L0,0.9986,
P0A9K9,0.9986,
P0A6N1,0.9974,
Q8WZ42,0.9950687461900865,
P30043,0.9944,
P10636,0.991768043813731,
Q9HBT7,0.9901,
Q15843,0.9879,
P30988,0.9878,
Q15697,0.9849,
P00761,0.9841,
P10301,0.9791,
P39060,0.9714,
O60741,0.9674,
Q9H808,0.9604,
Q5VT06,0.9504,
P12035,0.9302074,
Q9BYD3,0.922,
P16144,0.9216,
Q9UPT8,0.9104,
Q8TB24,0.91,
P01127,0.8874,
P21817,0.8753,
Q9UHK0,0.8594,
Q9Y2U5,0.8226,
Q96QT6,0.7981795700000001,
P48960,0.7804,
P08572,0.7483,
P51575,0.7388,
Q8IX12,0.7231999999999998,
Q3T906,0.7204,
P43004,0.7135,
Q9NYV4,0.6685999999999999,
P55196,0.6141999999999999,
Q6UB98,0.5651999999999999,
Q9Y2B0,0.5453,
Q8NG31,0.5312999999999999,
Q8N3Z6,0.528,
O14978,0.5185,
P21333,0.47933775999999995,
P25440,0.41300000000000003,
P59190,0.35729999999999995,
P11145,0.30790000000000006,
Q9HBV1,0.2167,
P01116,0.0,
P01111,0.0,
P07451,0.0,
Q969T4,0.0,
P02042,0.0,
